actor1,actor2,weight
"Daniel Richter","William Sylvester",1
"Gary Lockwood","Keir Dullea",1
"Gary Lockwood","William Sylvester",1
"Keir Dullea","William Sylvester",1
"Clint Eastwood","Gian Maria Volontè",2
"Clint Eastwood","Mara Krupp",1
"Gian Maria Volontè","Lee Van Cleef",1
"Gian Maria Volontè","Mara Krupp",1
"Lee Van Cleef","Mara Krupp",1
"Alec Guinness","Anthony Quinn",1
"Alec Guinness","Jack Hawkins",2
"Alec Guinness","Peter O'Toole",1
"Anthony Quinn","Jack Hawkins",1
"Anthony Quinn","Peter O'Toole",1
"Jack Hawkins","Peter O'Toole",1
"Fred MacMurray","Jack Lemmon",1
"Fred MacMurray","Ray Walston",1
"Fred MacMurray","Shirley MacLaine",1
"Jack Lemmon","Ray Walston",1
"Jack Lemmon","Shirley MacLaine",1
"Ray Walston","Shirley MacLaine",1
"Cary Grant","Eva Marie Saint",1
"Cary Grant","James Mason",1
"Cary Grant","Jessie Royce Landis",1
"Eva Marie Saint","James Mason",1
"Eva Marie Saint","Jessie Royce Landis",1
"James Mason","Jessie Royce Landis",1
"Barbara Bel Geddes","James Stewart",1
"Barbara Bel Geddes","Kim Novak",1
"Barbara Bel Geddes","Tom Helmore",1
"James Stewart","Kim Novak",1
"James Stewart","Tom Helmore",1
"Kim Novak","Tom Helmore",1
"Debbie Reynolds","Donald O'Connor",1
"Debbie Reynolds","Gene Kelly",1
"Donald O'Connor","Gene Kelly",1
"Haruo Tanaka","Nobuo Kaneko",1
"Haruo Tanaka","Shin'ichi Himori",1
"Haruo Tanaka","Takashi Shimura",1
"Nobuo Kaneko","Shin'ichi Himori",1
"Nobuo Kaneko","Takashi Shimura",1
"Shin'ichi Himori","Takashi Shimura",1
"Elena Altieri","Enzo Staiola",1
"Elena Altieri","Lamberto Maggiorani",1
"Elena Altieri","Lianella Carell",1
"Enzo Staiola","Lamberto Maggiorani",1
"Enzo Staiola","Lianella Carell",1
"Lamberto Maggiorani","Lianella Carell",1
"Barbara Stanwyck","Byron Barr",1
"Barbara Stanwyck","Edward G. Robinson",1
"Barbara Stanwyck","Fred MacMurray",1
"Byron Barr","Edward G. Robinson",1
"Byron Barr","Fred MacMurray",1
"Edward G. Robinson","Fred MacMurray",1
"Agnes Moorehead","Dorothy Comingore",1
"Agnes Moorehead","Joseph Cotten",1
"Agnes Moorehead","Orson Welles",1
"Dorothy Comingore","Joseph Cotten",1
"Dorothy Comingore","Orson Welles",1
"Joseph Cotten","Orson Welles",2
"Ellen Widmann","Inge Landgut",1
"Ellen Widmann","Otto Wernicke",1
"Ellen Widmann","Peter Lorre",1
"Inge Landgut","Otto Wernicke",1
"Inge Landgut","Peter Lorre",1
"Otto Wernicke","Peter Lorre",1
"Alfred Abel","Brigitte Helm",1
"Alfred Abel","Gustav Fröhlich",1
"Alfred Abel","Rudolf Klein-Rogge",1
"Brigitte Helm","Gustav Fröhlich",1
"Brigitte Helm","Rudolf Klein-Rogge",1
"Gustav Fröhlich","Rudolf Klein-Rogge",1
"Carl Miller","Charles Chaplin",1
"Carl Miller","Edna Purviance",1
"Carl Miller","Jackie Coogan",1
"Charles Chaplin","Edna Purviance",1
"Charles Chaplin","Jackie Coogan",1
"Edna Purviance","Jackie Coogan",1
"Prateik","Shraddha Kapoor",1
"Prateik","Sushant Singh Rajput",1
"Prateik","Varun Sharma",1
"Shraddha Kapoor","Sushant Singh Rajput",1
"Shraddha Kapoor","Varun Sharma",1
"Sushant Singh Rajput","Varun Sharma",1
"Mohit Raina","Paresh Rawal",1
"Mohit Raina","Vicky Kaushal",1
"Mohit Raina","Yami Gautam",1
"Paresh Rawal","Vicky Kaushal",1
"Paresh Rawal","Yami Gautam",1
"Vicky Kaushal","Yami Gautam",1
"Archana Jois","Ramachandra Raju",1
"Archana Jois","Srinidhi Shetty",1
"Archana Jois","Yash",1
"Ramachandra Raju","Srinidhi Shetty",1
"Ramachandra Raju","Yash",1
"Srinidhi Shetty","Yash",1
"Linda Cardellini","Mahershala Ali",1
"Linda Cardellini","Sebastian Maniscalco",1
"Linda Cardellini","Viggo Mortensen",1
"Mahershala Ali","Sebastian Maniscalco",1
"Mahershala Ali","Viggo Mortensen",1
"Sebastian Maniscalco","Viggo Mortensen",1
"Caleb Landry Jones","Frances McDormand",1
"Caleb Landry Jones","Sam Rockwell",1
"Caleb Landry Jones","Woody Harrelson",1
"Frances McDormand","Sam Rockwell",1
"Frances McDormand","Woody Harrelson",1
"Sam Rockwell","Woody Harrelson",1
"Irrfan Khan","Konkona Sen Sharma",1
"Irrfan Khan","Neeraj Kabi",1
"Irrfan Khan","Sohum Shah",1
"Konkona Sen Sharma","Neeraj Kabi",1
"Konkona Sen Sharma","Sohum Shah",1
"Neeraj Kabi","Sohum Shah",1
"Anushka Shetty","Prabhas",1
"Anushka Shetty","Rana Daggubati",1
"Anushka Shetty","Tamannaah Bhatia",1
"Prabhas","Rana Daggubati",2
"Prabhas","Tamannaah Bhatia",1
"Rana Daggubati","Tamannaah Bhatia",1
"Carlos Martínez López","J.K. Simmons",1
"Carlos Martínez López","Jason Schwartzman",1
"Carlos Martínez López","Rashida Jones",1
"J.K. Simmons","Jason Schwartzman",1
"J.K. Simmons","Rashida Jones",1
"Jason Schwartzman","Rashida Jones",1
"Ajay Devgn","Rajat Kapoor",1
"Ajay Devgn","Shriya Saran",1
"Ajay Devgn","Tabu",1
"Rajat Kapoor","Shriya Saran",1
"Rajat Kapoor","Tabu",1
"Shriya Saran","Tabu",1
"Jeffrey Ho","Kangana Ranaut",1
"Jeffrey Ho","Lisa Haydon",1
"Jeffrey Ho","Rajkummar Rao",1
"Kangana Ranaut","Lisa Haydon",1
"Kangana Ranaut","Rajkummar Rao",1
"Lisa Haydon","Rajkummar Rao",1
"Elmo Nüganen","Giorgi Nakashidze",1
"Elmo Nüganen","Lembit Ulfsak",1
"Elmo Nüganen","Misha Meskhi",1
"Giorgi Nakashidze","Lembit Ulfsak",1
"Giorgi Nakashidze","Misha Meskhi",1
"Lembit Ulfsak","Misha Meskhi",1
"Art Malik","Farhan Akhtar",1
"Art Malik","Pawan Malhotra",1
"Art Malik","Sonam Kapoor",1
"Farhan Akhtar","Pawan Malhotra",1
"Farhan Akhtar","Sonam Kapoor",1
"Pawan Malhotra","Sonam Kapoor",1
"Manoj Bajpayee","Nawazuddin Siddiqui",1
"Manoj Bajpayee","Richa Chadha",1
"Manoj Bajpayee","Tigmanshu Dhulia",1
"Nawazuddin Siddiqui","Richa Chadha",1
"Nawazuddin Siddiqui","Tigmanshu Dhulia",1
"Richa Chadha","Tigmanshu Dhulia",1
"Manjot Singh","Rajat Barmecha",1
"Manjot Singh","Ram Kapoor",1
"Manjot Singh","Ronit Roy",1
"Rajat Barmecha","Ram Kapoor",1
"Rajat Barmecha","Ronit Roy",1
"Ram Kapoor","Ronit Roy",1
"Hemendra Dandotiya","Irrfan Khan",1
"Hemendra Dandotiya","Mahie Gill",1
"Hemendra Dandotiya","Rajesh Abhay",1
"Irrfan Khan","Mahie Gill",1
"Irrfan Khan","Rajesh Abhay",1
"Mahie Gill","Rajesh Abhay",1
"Carla Quevedo","Pablo Rago",1
"Carla Quevedo","Ricardo Darín",1
"Carla Quevedo","Soledad Villamil",1
"Pablo Rago","Ricardo Darín",1
"Pablo Rago","Soledad Villamil",1
"Ricardo Darín","Soledad Villamil",1
"Jennifer Morrison","Joel Edgerton",1
"Jennifer Morrison","Nick Nolte",1
"Jennifer Morrison","Tom Hardy",1
"Joel Edgerton","Nick Nolte",1
"Joel Edgerton","Tom Hardy",1
"Nick Nolte","Tom Hardy",1
"Ben Kingsley","Emily Mortimer",1
"Ben Kingsley","Leonardo DiCaprio",1
"Ben Kingsley","Mark Ruffalo",1
"Emily Mortimer","Leonardo DiCaprio",1
"Emily Mortimer","Mark Ruffalo",1
"Leonardo DiCaprio","Mark Ruffalo",1
"Bob Peterson","Edward Asner",1
"Bob Peterson","John Ratzenberger",1
"Bob Peterson","Jordan Nagai",1
"Edward Asner","John Ratzenberger",1
"Edward Asner","Jordan Nagai",1
"John Ratzenberger","Jordan Nagai",1
"Jonah Hill","Leonardo DiCaprio",1
"Jonah Hill","Margot Robbie",1
"Jonah Hill","Matthew McConaughey",1
"Leonardo DiCaprio","Margot Robbie",2
"Leonardo DiCaprio","Matthew McConaughey",1
"Margot Robbie","Matthew McConaughey",1
"Sagarika Ghatge","Shah Rukh Khan",1
"Sagarika Ghatge","Shilpa Shukla",1
"Sagarika Ghatge","Vidya Malvade",1
"Shah Rukh Khan","Shilpa Shukla",1
"Shah Rukh Khan","Vidya Malvade",1
"Shilpa Shukla","Vidya Malvade",1
"Ciarán Hinds","Daniel Day-Lewis",1
"Ciarán Hinds","Martin Stringer",1
"Ciarán Hinds","Paul Dano",1
"Daniel Day-Lewis","Martin Stringer",1
"Daniel Day-Lewis","Paul Dano",1
"Martin Stringer","Paul Dano",1
"Ariadna Gil","Ivana Baquero",1
"Ariadna Gil","Maribel Verdú",1
"Ariadna Gil","Sergi López",1
"Ivana Baquero","Maribel Verdú",1
"Ivana Baquero","Sergi López",1
"Maribel Verdú","Sergi López",1
"Joan Cusack","Ned Beatty",1
"Joan Cusack","Tim Allen",1
"Joan Cusack","Tom Hanks",1
"Ned Beatty","Tim Allen",1
"Ned Beatty","Tom Hanks",1
"Hugo Weaving","Natalie Portman",1
"Hugo Weaving","Rupert Graves",1
"Hugo Weaving","Stephen Rea",1
"Natalie Portman","Rupert Graves",1
"Natalie Portman","Stephen Rea",1
"Rupert Graves","Stephen Rea",1
"Aamir Khan","Siddharth",1
"Aamir Khan","Soha Ali Khan",1
"Sharman Joshi","Siddharth",1
"Sharman Joshi","Soha Ali Khan",1
"Siddharth","Soha Ali Khan",1
"Amitabh Bachchan","Ayesha Kapoor",1
"Amitabh Bachchan","Rani Mukerji",1
"Amitabh Bachchan","Shernaz Patel",1
"Ayesha Kapoor","Rani Mukerji",1
"Ayesha Kapoor","Shernaz Patel",1
"Rani Mukerji","Shernaz Patel",1
"Christian Bale","Ken Watanabe",1
"Christian Bale","Liam Neeson",1
"Ken Watanabe","Liam Neeson",1
"Ken Watanabe","Michael Caine",1
"Liam Neeson","Michael Caine",1
"Gayatri Joshi","Kishori Ballal",1
"Gayatri Joshi","Shah Rukh Khan",1
"Gayatri Joshi","Smit Sheth",1
"Kishori Ballal","Shah Rukh Khan",1
"Kishori Ballal","Smit Sheth",1
"Shah Rukh Khan","Smit Sheth",1
"Alexandra Maria Lara","Bruno Ganz",1
"Alexandra Maria Lara","Juliane Köhler",1
"Alexandra Maria Lara","Ulrich Matthes",1
"Bruno Ganz","Juliane Köhler",1
"Bruno Ganz","Ulrich Matthes",1
"Juliane Köhler","Ulrich Matthes",1
"Akihiro Miwa","Chieko Baishô",1
"Akihiro Miwa","Takuya Kimura",1
"Akihiro Miwa","Tatsuya Gashûin",1
"Chieko Baishô","Takuya Kimura",1
"Chieko Baishô","Tatsuya Gashûin",1
"Takuya Kimura","Tatsuya Gashûin",1
"Christopher Plummer","Ed Harris",1
"Christopher Plummer","Jennifer Connelly",1
"Christopher Plummer","Russell Crowe",2
"Ed Harris","Jennifer Connelly",1
"Ed Harris","Russell Crowe",1
"Jennifer Connelly","Russell Crowe",1
"Akshay Kumar","Paresh Rawal",2
"Akshay Kumar","Sunil Shetty",1
"Akshay Kumar","Tabu",1
"Paresh Rawal","Sunil Shetty",1
"Paresh Rawal","Tabu",1
"Sunil Shetty","Tabu",1
"Dexter Fletcher","Jason Flemyng",1
"Dexter Fletcher","Jason Statham",1
"Dexter Fletcher","Nick Moran",1
"Jason Flemyng","Jason Statham",1
"Jason Flemyng","Nick Moran",1
"Jason Statham","Nick Moran",1
"Guy Pearce","Kevin Spacey",1
"Guy Pearce","Kim Basinger",1
"Guy Pearce","Russell Crowe",1
"Kevin Spacey","Kim Basinger",1
"Kevin Spacey","Russell Crowe",1
"Kim Basinger","Russell Crowe",1
"Sener Sen","Sermin Hürmeriç",1
"Sener Sen","Ugur Yücel",1
"Sener Sen","Yesim Salkim",1
"Sermin Hürmeriç","Ugur Yücel",1
"Sermin Hürmeriç","Yesim Salkim",1
"Ugur Yücel","Yesim Salkim",1
"Al Pacino","Jon Voight",1
"Al Pacino","Val Kilmer",1
"Jon Voight","Robert De Niro",1
"Jon Voight","Val Kilmer",1
"Robert De Niro","Val Kilmer",1
"James Woods","Joe Pesci",1
"James Woods","Sharon Stone",1
"Joe Pesci","Sharon Stone",1
"Robert De Niro","Sharon Stone",1
"Aamir Khan","Karisma Kapoor",1
"Aamir Khan","Raveena Tandon",1
"Aamir Khan","Salman Khan",1
"Karisma Kapoor","Raveena Tandon",1
"Karisma Kapoor","Salman Khan",1
"Raveena Tandon","Salman Khan",1
"Clint Eastwood","Gene Hackman",1
"Clint Eastwood","Morgan Freeman",2
"Clint Eastwood","Richard Harris",1
"Gene Hackman","Morgan Freeman",1
"Gene Hackman","Richard Harris",1
"Morgan Freeman","Richard Harris",1
"Alison Doody","Denholm Elliott",1
"Alison Doody","Harrison Ford",1
"Alison Doody","Sean Connery",1
"Denholm Elliott","Harrison Ford",1
"Denholm Elliott","Sean Connery",1
"Harrison Ford","Sean Connery",1
"Bora Todorovic","Davor Dujmovic",1
"Bora Todorovic","Husnija Hasimovic",1
"Bora Todorovic","Ljubica Adzovic",1
"Davor Dujmovic","Husnija Hasimovic",1
"Davor Dujmovic","Ljubica Adzovic",1
"Husnija Hasimovic","Ljubica Adzovic",1
"Chika Sakamoto","Hitoshi Takagi",1
"Chika Sakamoto","Noriko Hidaka",1
"Chika Sakamoto","Shigesato Itoi",1
"Hitoshi Takagi","Noriko Hidaka",1
"Hitoshi Takagi","Shigesato Itoi",1
"Noriko Hidaka","Shigesato Itoi",1
"Alan Rickman","Bonnie Bedelia",1
"Alan Rickman","Bruce Willis",1
"Alan Rickman","Reginald VelJohnson",1
"Bonnie Bedelia","Bruce Willis",1
"Bonnie Bedelia","Reginald VelJohnson",1
"Bruce Willis","Reginald VelJohnson",1
"Akira Terao","Daisuke Ryû",1
"Akira Terao","Jinpachi Nezu",1
"Akira Terao","Tatsuya Nakadai",1
"Daisuke Ryû","Jinpachi Nezu",1
"Daisuke Ryû","Tatsuya Nakadai",1
"Jinpachi Nezu","Tatsuya Nakadai",2
"Cathy Moriarty","Frank Vincent",1
"Cathy Moriarty","Joe Pesci",1
"Cathy Moriarty","Robert De Niro",1
"Frank Vincent","Joe Pesci",1
"Frank Vincent","Robert De Niro",1
"Aleksandr Kaydanovskiy","Alisa Freyndlikh",1
"Aleksandr Kaydanovskiy","Anatoliy Solonitsyn",1
"Aleksandr Kaydanovskiy","Nikolay Grinko",1
"Alisa Freyndlikh","Anatoliy Solonitsyn",1
"Alisa Freyndlikh","Nikolay Grinko",1
"Anatoliy Solonitsyn","Nikolay Grinko",2
"Halvar Björk","Ingrid Bergman",1
"Halvar Björk","Lena Nyman",1
"Halvar Björk","Liv Ullmann",1
"Ingrid Bergman","Lena Nyman",1
"Ingrid Bergman","Liv Ullmann",1
"Lena Nyman","Liv Ullmann",1
"Anthony Quinn","Irene Papas",1
"Anthony Quinn","Johnny Sekka",1
"Anthony Quinn","Michael Ansara",1
"Irene Papas","Johnny Sekka",1
"Irene Papas","Michael Ansara",1
"Johnny Sekka","Michael Ansara",1
"Amitabh Bachchan","Amjad Khan",1
"Amitabh Bachchan","Dharmendra",1
"Amitabh Bachchan","Sanjeev Kumar",1
"Amjad Khan","Dharmendra",1
"Amjad Khan","Sanjeev Kumar",1
"Dharmendra","Sanjeev Kumar",1
"Eric Idle","Graham Chapman",1
"Eric Idle","John Cleese",1
"Eric Idle","Terry Jones",1
"Graham Chapman","John Cleese",2
"Graham Chapman","Terry Jones",1
"John Cleese","Terry Jones",1
"Charles Bronson","James Garner",1
"Charles Bronson","Richard Attenborough",1
"Charles Bronson","Steve McQueen",2
"James Garner","Richard Attenborough",1
"James Garner","Steve McQueen",1
"Richard Attenborough","Steve McQueen",1
"Frank Overton","Gregory Peck",1
"Frank Overton","John Megna",1
"Frank Overton","Rosemary Murphy",1
"Gregory Peck","John Megna",1
"Gregory Peck","Rosemary Murphy",1
"John Megna","Rosemary Murphy",1
"Eijirô Tôno","Tatsuya Nakadai",1
"Eijirô Tôno","Toshirô Mifune",1
"Eijirô Tôno","Yôko Tsukasa",1
"Tatsuya Nakadai","Yôko Tsukasa",1
"Toshirô Mifune","Yôko Tsukasa",1
"Burt Lancaster","Marlene Dietrich",1
"Burt Lancaster","Richard Widmark",1
"Burt Lancaster","Spencer Tracy",1
"Marlene Dietrich","Richard Widmark",1
"Marlene Dietrich","Spencer Tracy",1
"Richard Widmark","Spencer Tracy",1
"George Raft","Jack Lemmon",1
"George Raft","Marilyn Monroe",1
"George Raft","Tony Curtis",1
"Jack Lemmon","Marilyn Monroe",1
"Jack Lemmon","Tony Curtis",1
"Marilyn Monroe","Tony Curtis",1
"Bibi Andersson","Gunnar Björnstrand",2
"Bibi Andersson","Ingrid Thulin",1
"Bibi Andersson","Victor Sjöström",1
"Gunnar Björnstrand","Ingrid Thulin",1
"Gunnar Björnstrand","Victor Sjöström",1
"Ingrid Thulin","Victor Sjöström",1
"Bengt Ekerot","Gunnar Björnstrand",1
"Bengt Ekerot","Max von Sydow",1
"Bengt Ekerot","Nils Poppe",1
"Gunnar Björnstrand","Max von Sydow",1
"Gunnar Björnstrand","Nils Poppe",1
"Max von Sydow","Nils Poppe",1
"Carl Möhner","Janine Darcey",1
"Carl Möhner","Jean Servais",1
"Carl Möhner","Robert Manuel",1
"Janine Darcey","Jean Servais",1
"Janine Darcey","Robert Manuel",1
"Jean Servais","Robert Manuel",1
"Grace Kelly","John Williams",1
"Grace Kelly","Ray Milland",1
"Grace Kelly","Robert Cummings",1
"John Williams","Ray Milland",1
"John Williams","Robert Cummings",1
"Ray Milland","Robert Cummings",1
"Chieko Higashiyama","Chishû Ryû",1
"Chieko Higashiyama","Setsuko Hara",1
"Chieko Higashiyama","Sô Yamamura",1
"Chishû Ryû","Setsuko Hara",1
"Chishû Ryû","Sô Yamamura",1
"Setsuko Hara","Sô Yamamura",1
"Machiko Kyô","Masayuki Mori",1
"Machiko Kyô","Takashi Shimura",1
"Machiko Kyô","Toshirô Mifune",1
"Masayuki Mori","Takashi Shimura",1
"Masayuki Mori","Toshirô Mifune",1
"Anne Baxter","Bette Davis",1
"Anne Baxter","Celeste Holm",1
"Anne Baxter","George Sanders",1
"Bette Davis","Celeste Holm",1
"Bette Davis","George Sanders",1
"Celeste Holm","George Sanders",1
"Bruce Bennett","Humphrey Bogart",1
"Bruce Bennett","Tim Holt",1
"Bruce Bennett","Walter Huston",1
"Humphrey Bogart","Tim Holt",1
"Humphrey Bogart","Walter Huston",1
"Tim Holt","Walter Huston",1
"Carole Lombard","Felix Bressart",1
"Carole Lombard","Jack Benny",1
"Carole Lombard","Robert Stack",1
"Felix Bressart","Jack Benny",1
"Felix Bressart","Robert Stack",1
"Jack Benny","Robert Stack",1
"Charles Chaplin","Mack Swain",1
"Charles Chaplin","Tom Murray",1
"Henry Bergman","Mack Swain",1
"Henry Bergman","Tom Murray",1
"Mack Swain","Tom Murray",1
"Buster Keaton","Erwin Connelly",1
"Buster Keaton","Joe Keaton",1
"Buster Keaton","Kathryn McGuire",1
"Erwin Connelly","Joe Keaton",1
"Erwin Connelly","Kathryn McGuire",1
"Joe Keaton","Kathryn McGuire",1
"Adèle Haenel","Luàna Bajrami",1
"Adèle Haenel","Noémie Merlant",1
"Adèle Haenel","Valeria Golino",1
"Luàna Bajrami","Noémie Merlant",1
"Luàna Bajrami","Valeria Golino",1
"Noémie Merlant","Valeria Golino",1
"Amitabh Bachchan","Andrea Tariang",1
"Amitabh Bachchan","Kirti Kulhari",1
"Amitabh Bachchan","Taapsee Pannu",1
"Andrea Tariang","Kirti Kulhari",1
"Andrea Tariang","Taapsee Pannu",1
"Kirti Kulhari","Taapsee Pannu",1
"Aoi Yûki","Kenshô Ono",1
"Aoi Yûki","Miyu Irino",1
"Aoi Yûki","Saori Hayami",1
"Kenshô Ono","Miyu Irino",1
"Kenshô Ono","Saori Hayami",1
"Miyu Irino","Saori Hayami",1
"Ana Wagener","Bárbara Lennie",1
"Ana Wagener","Jose Coronado",1
"Ana Wagener","Mario Casas",1
"Bárbara Lennie","Jose Coronado",1
"Bárbara Lennie","Mario Casas",1
"Jose Coronado","Mario Casas",1
"Cho Jin-woong","Jung-woo Ha",1
"Cho Jin-woong","Kim Min-hee",1
"Cho Jin-woong","Moon So-Ri",1
"Jung-woo Ha","Kim Min-hee",1
"Jung-woo Ha","Moon So-Ri",1
"Kim Min-hee","Moon So-Ri",1
"Anne Dorval","Antoine Olivier Pilon",1
"Anne Dorval","Patrick Huard",1
"Anne Dorval","Suzanne Clément",1
"Antoine Olivier Pilon","Patrick Huard",1
"Antoine Olivier Pilon","Suzanne Clément",1
"Patrick Huard","Suzanne Clément",1
"Kay Kay Menon","Shahid Kapoor",1
"Kay Kay Menon","Shraddha Kapoor",1
"Kay Kay Menon","Tabu",1
"Shahid Kapoor","Shraddha Kapoor",1
"Shahid Kapoor","Tabu",1
"Shraddha Kapoor","Tabu",1
"Boyd Holbrook","Dafne Keen",1
"Boyd Holbrook","Hugh Jackman",1
"Boyd Holbrook","Patrick Stewart",1
"Dafne Keen","Hugh Jackman",1
"Dafne Keen","Patrick Stewart",1
"Hugh Jackman","Patrick Stewart",2
"Brie Larson","Jacob Tremblay",1
"Brie Larson","Sean Bridgers",1
"Brie Larson","Wendy Crewson",1
"Jacob Tremblay","Sean Bridgers",1
"Jacob Tremblay","Wendy Crewson",1
"Sean Bridgers","Wendy Crewson",1
"Darío Grandinetti","Diego Starosta",1
"Darío Grandinetti","María Marull",1
"Darío Grandinetti","Mónica Villa",1
"Diego Starosta","María Marull",1
"Diego Starosta","Mónica Villa",1
"María Marull","Mónica Villa",1
"Graham Norton","Jamie Foxx",1
"Graham Norton","Kemp Powers",1
"Graham Norton","Tina Fey",1
"Jamie Foxx","Kemp Powers",1
"Jamie Foxx","Tina Fey",1
"Kemp Powers","Tina Fey",1
"Ayberk Pekcan","Demet Akbag",1
"Ayberk Pekcan","Haluk Bilginer",1
"Ayberk Pekcan","Melisa Sözen",1
"Demet Akbag","Haluk Bilginer",1
"Demet Akbag","Melisa Sözen",1
"Haluk Bilginer","Melisa Sözen",1
"Aamir Khan","Anushka Sharma",1
"Aamir Khan","Boman Irani",1
"Aamir Khan","Sanjay Dutt",1
"Anushka Sharma","Boman Irani",1
"Anushka Sharma","Sanjay Dutt",1
"Boman Irani","Sanjay Dutt",2
"Akshay Kumar","Mahesh Manjrekar",1
"Akshay Kumar","Mithun Chakraborty",1
"Mahesh Manjrekar","Mithun Chakraborty",1
"Mahesh Manjrekar","Paresh Rawal",1
"Mithun Chakraborty","Paresh Rawal",1
"Adrien Brody","F. Murray Abraham",1
"Adrien Brody","Mathieu Amalric",1
"Adrien Brody","Ralph Fiennes",1
"F. Murray Abraham","Mathieu Amalric",1
"F. Murray Abraham","Ralph Fiennes",1
"Mathieu Amalric","Ralph Fiennes",1
"Ben Affleck","Neil Patrick Harris",1
"Ben Affleck","Rosamund Pike",1
"Ben Affleck","Tyler Perry",1
"Neil Patrick Harris","Rosamund Pike",1
"Neil Patrick Harris","Tyler Perry",1
"Rosamund Pike","Tyler Perry",1
"Aoi Miyazaki","Haru Kuroki",1
"Aoi Miyazaki","Takao Osawa",1
"Aoi Miyazaki","Yukito Nishii",1
"Haru Kuroki","Takao Osawa",1
"Haru Kuroki","Yukito Nishii",1
"Takao Osawa","Yukito Nishii",1
"Andrew Garfield","Luke Bracey",1
"Andrew Garfield","Sam Worthington",1
"Andrew Garfield","Teresa Palmer",1
"Luke Bracey","Sam Worthington",1
"Luke Bracey","Teresa Palmer",1
"Sam Worthington","Teresa Palmer",1
"Amy Poehler","Bill Hader",1
"Amy Poehler","Lewis Black",1
"Amy Poehler","Ronnie Del Carmen",1
"Bill Hader","Lewis Black",1
"Bill Hader","Ronnie Del Carmen",1
"Lewis Black","Ronnie Del Carmen",1
"Ileana D'Cruz","Priyanka Chopra",1
"Ileana D'Cruz","Ranbir Kapoor",1
"Ileana D'Cruz","Saurabh Shukla",1
"Priyanka Chopra","Ranbir Kapoor",1
"Priyanka Chopra","Saurabh Shukla",1
"Ranbir Kapoor","Saurabh Shukla",1
"Brad Pitt","Chiwetel Ejiofor",1
"Brad Pitt","Michael Fassbender",1
"Brad Pitt","Michael Kenneth Williams",1
"Chiwetel Ejiofor","Michael Fassbender",1
"Chiwetel Ejiofor","Michael Kenneth Williams",1
"Michael Fassbender","Michael Kenneth Williams",1
"Alexandra Maria Lara","Chris Hemsworth",1
"Alexandra Maria Lara","Daniel Brühl",1
"Alexandra Maria Lara","Olivia Wilde",1
"Chris Hemsworth","Daniel Brühl",1
"Chris Hemsworth","Olivia Wilde",1
"Daniel Brühl","Olivia Wilde",1
"Caitriona Balfe","Christian Bale",1
"Caitriona Balfe","Jon Bernthal",1
"Caitriona Balfe","Matt Damon",1
"Christian Bale","Jon Bernthal",1
"Christian Bale","Matt Damon",1
"Jon Bernthal","Matt Damon",1
"Liev Schreiber","Mark Ruffalo",1
"Liev Schreiber","Michael Keaton",1
"Liev Schreiber","Rachel McAdams",1
"Mark Ruffalo","Michael Keaton",1
"Mark Ruffalo","Rachel McAdams",1
"Michael Keaton","Rachel McAdams",1
"Brendan Gleeson","David Rawle",1
"Brendan Gleeson","Fionnula Flanagan",1
"Brendan Gleeson","Lisa Hannigan",1
"David Rawle","Fionnula Flanagan",1
"David Rawle","Lisa Hannigan",1
"Fionnula Flanagan","Lisa Hannigan",1
"Indraneil Sengupta","Nawazuddin Siddiqui",1
"Indraneil Sengupta","Parambrata Chattopadhyay",1
"Indraneil Sengupta","Vidya Balan",1
"Nawazuddin Siddiqui","Parambrata Chattopadhyay",1
"Nawazuddin Siddiqui","Vidya Balan",1
"Parambrata Chattopadhyay","Vidya Balan",1
"Abhay Deol","Farhan Akhtar",1
"Abhay Deol","Hrithik Roshan",1
"Abhay Deol","Katrina Kaif",1
"Farhan Akhtar","Hrithik Roshan",1
"Farhan Akhtar","Katrina Kaif",1
"Hrithik Roshan","Katrina Kaif",1
"Hugh Jackman","Jake Gyllenhaal",1
"Hugh Jackman","Melissa Leo",1
"Hugh Jackman","Viola Davis",1
"Jake Gyllenhaal","Melissa Leo",1
"Jake Gyllenhaal","Viola Davis",1
"Melissa Leo","Viola Davis",1
"Charlize Theron","Nicholas Hoult",1
"Charlize Theron","Tom Hardy",1
"Charlize Theron","Zoë Kravitz",1
